2024-09-08 00:22:24,408 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-09-08 00:22:24,426 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-09-08 00:22:24,426 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-09-08 00:22:24,427 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-09-08 00:22:24,428 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-09-08 00:22:24,429 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-09-08 00:22:24,429 INFO  SwAddin.cs: 201 - Setting up command manager
2024-09-08 00:22:24,430 INFO  SwAddin.cs: 204 - Adding command manager
2024-09-08 00:22:24,431 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-09-08 00:22:24,432 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-09-08 00:22:24,432 INFO  SwAddin.cs: 210 - Adding event handlers
2024-09-08 00:22:24,434 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-09-08 00:32:57,785 INFO  SwAddin.cs: 294 - Assembly export called for file arm_assembly
2024-09-08 00:32:57,786 INFO  SwAddin.cs: 299 - Save is required
2024-09-08 00:32:57,786 INFO  SwAddin.cs: 313 - Saving assembly
2024-09-08 00:32:58,074 INFO  SwAddin.cs: 316 - Opening property manager
2024-09-08 00:32:58,085 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm_assembly
2024-09-08 00:32:58,090 INFO  ExportHelperExtension.cs: 1136 - Found 78 in arm_assembly
2024-09-08 00:32:58,091 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in arm_assembly
2024-09-08 00:32:58,091 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-09-08 00:32:58,092 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
2024-09-08 00:32:58,093 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_painter_02-Circle-1-solid1-3
2024-09-08 00:32:58,094 INFO  ExportHelperExtension.cs: 1136 - Found 36 in robot_painter_02-Circle-1-solid1-3
2024-09-08 00:32:58,095 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_painter_02-Circle-1-solid1-3
2024-09-08 00:32:58,095 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_painter_02-arm motor clamp-1-solid1-1
2024-09-08 00:32:58,096 INFO  ExportHelperExtension.cs: 1136 - Found 36 in robot_painter_02-arm motor clamp-1-solid1-1
2024-09-08 00:32:58,096 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_painter_02-arm motor clamp-1-solid1-1
2024-09-08 00:32:58,096 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_assembly-1
2024-09-08 00:32:58,097 INFO  ExportHelperExtension.cs: 1136 - Found 59 in gripper_assembly-1
2024-09-08 00:32:58,098 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_assembly-1
2024-09-08 00:32:58,098 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from mg995.stp-2
2024-09-08 00:32:58,099 INFO  ExportHelperExtension.cs: 1136 - Found 36 in mg995.stp-2
2024-09-08 00:32:58,099 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in mg995.stp-2
2024-09-08 00:32:58,099 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_painter_02-a1_painter-1-solid1-1
2024-09-08 00:32:58,100 INFO  ExportHelperExtension.cs: 1136 - Found 36 in robot_painter_02-a1_painter-1-solid1-1
2024-09-08 00:32:58,100 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_painter_02-a1_painter-1-solid1-1
2024-09-08 00:32:58,101 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_painter_02-a3_PRA-1-solid1-1
2024-09-08 00:32:58,101 INFO  ExportHelperExtension.cs: 1136 - Found 36 in robot_painter_02-a3_PRA-1-solid1-1
2024-09-08 00:32:58,102 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_painter_02-a3_PRA-1-solid1-1
2024-09-08 00:32:58,102 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_painter_02-a2_2PRA-1-solid1-1
2024-09-08 00:32:58,102 INFO  ExportHelperExtension.cs: 1136 - Found 36 in robot_painter_02-a2_2PRA-1-solid1-1
2024-09-08 00:32:58,103 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_painter_02-a2_2PRA-1-solid1-1
2024-09-08 00:32:58,103 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from baseLink_rotation_assembly-2
2024-09-08 00:32:58,103 INFO  ExportHelperExtension.cs: 1136 - Found 31 in baseLink_rotation_assembly-2
2024-09-08 00:32:58,103 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in baseLink_rotation_assembly-2
2024-09-08 00:32:58,104 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from mg995.stp-3
2024-09-08 00:32:58,104 INFO  ExportHelperExtension.cs: 1136 - Found 36 in mg995.stp-3
2024-09-08 00:32:58,104 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in mg995.stp-3
2024-09-08 00:32:58,104 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_painter_02-a2_1PRA-1-solid1-1
2024-09-08 00:32:58,105 INFO  ExportHelperExtension.cs: 1136 - Found 36 in robot_painter_02-a2_1PRA-1-solid1-1
2024-09-08 00:32:58,105 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_painter_02-a2_1PRA-1-solid1-1
2024-09-08 00:32:58,105 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from mg995.stp-1
2024-09-08 00:32:58,106 INFO  ExportHelperExtension.cs: 1136 - Found 36 in mg995.stp-1
2024-09-08 00:32:58,106 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in mg995.stp-1
2024-09-08 00:32:58,106 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_painter_02-a1_2_painter-1-solid1-1
2024-09-08 00:32:58,107 INFO  ExportHelperExtension.cs: 1136 - Found 36 in robot_painter_02-a1_2_painter-1-solid1-1
2024-09-08 00:32:58,107 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_painter_02-a1_2_painter-1-solid1-1
2024-09-08 00:32:58,107 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_painter_02-Circle-1-solid1-1
2024-09-08 00:32:58,107 INFO  ExportHelperExtension.cs: 1136 - Found 36 in robot_painter_02-Circle-1-solid1-1
2024-09-08 00:32:58,108 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_painter_02-Circle-1-solid1-1
2024-09-08 00:32:58,108 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_painter_02-Circle-1-solid1-2
2024-09-08 00:32:58,108 INFO  ExportHelperExtension.cs: 1136 - Found 36 in robot_painter_02-Circle-1-solid1-2
2024-09-08 00:32:58,109 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_painter_02-Circle-1-solid1-2
2024-09-08 00:32:58,109 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from arm_assembly
2024-09-08 00:32:58,109 INFO  ExportHelperExtension.cs: 1136 - Found 78 in arm_assembly
2024-09-08 00:32:58,110 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in arm_assembly
2024-09-08 00:32:58,110 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
